country_ess,essround,isco88_code,skillsp
DE,2,7214,1.191383839
DE,2,1312,0.917647004
DE,2,3423,0.976977646
DE,2,2000,1.016905427
DE,2,8262,2.401579142
DE,2,3122,0.976977646
DE,2,1226,0.917647004
DE,2,8211,2.401579142
DE,2,8282,2.401579142
DE,2,7321,1.191383839
DE,2,7135,1.191383839
DE,2,2111,1.016905427
DE,2,4132,0.520890415
DE,2,7442,1.191383839
DE,2,4130,0.520890415
DE,2,2230,1.016905427
DE,2,2122,1.016905427
DE,2,5120,0.482857108
DE,2,8324,2.401579142
DE,2,2412,1.016905427
DE,2,2121,1.016905427
DE,2,1200,0.917647004
DE,2,8223,2.401579142
DE,2,1100,0.917647004
DE,2,7245,1.191383839
DE,2,3113,0.976977646
DE,2,2140,1.016905427
DE,2,4143,0.520890415
DE,2,9310,0.724285722
DE,2,1310,0.917647004
DE,2,2429,1.016905427
DE,2,8270,2.401579142
DE,2,2460,1.016905427
DE,2,6141,1.389041066
DE,2,1228,0.917647004
DE,2,2445,1.016905427
DE,2,4200,0.520890415
DE,2,1000,0.917647004
DE,2,7345,1.191383839
DE,2,9100,0.724285722
DE,2,9133,0.724285722
DE,2,3229,0.976977646
DE,2,8220,2.401579142
DE,2,3310,0.976977646
DE,2,2146,1.016905427
DE,2,8311,2.401579142
DE,2,4220,0.520890415
DE,2,8152,2.401579142
DE,2,7221,1.191383839
DE,2,8123,2.401579142
DE,2,5140,0.482857108
DE,2,5161,0.482857108
DE,2,5133,0.482857108
DE,2,9161,0.724285722
DE,2,2352,1.016905427
DE,2,5210,0.482857108
DE,2,7139,1.191383839
DE,2,2443,1.016905427
DE,2,6129,1.389041066
DE,2,8332,2.401579142
DE,2,4140,0.520890415
DE,2,7000,1.191383839
DE,2,6121,1.389041066
DE,2,9212,0.724285722
DE,2,3116,0.976977646
DE,2,2113,1.016905427
DE,2,3142,0.976977646
DE,2,8278,2.401579142
DE,2,1318,0.917647004
DE,2,7435,1.191383839
DE,2,2440,1.016905427
DE,2,8162,2.401579142
DE,2,3117,0.976977646
DE,2,8231,2.401579142
DE,2,8143,2.401579142
DE,2,3143,0.976977646
DE,2,9153,0.724285722
DE,2,9311,0.724285722
DE,2,2213,1.016905427
DE,2,2420,1.016905427
DE,2,8281,2.401579142
DE,2,7130,1.191383839
DE,2,3474,0.976977646
DE,2,7143,1.191383839
DE,2,7123,1.191383839
DE,2,2147,1.016905427
DE,2,9162,0.724285722
DE,2,5112,0.482857108
DE,2,8331,2.401579142
DE,2,8340,2.401579142
DE,2,7432,1.191383839
DE,2,4100,0.520890415
DE,3,2140,1.001863003
DE,3,3432,0.905620456
DE,3,8334,2.597569227
DE,3,7129,1.101077318
DE,3,5220,0.477804869
DE,3,2453,1.001863003
DE,3,5132,0.477804869
DE,3,3415,0.905620456
DE,3,1221,1.583030224
DE,3,4190,0.473474324
DE,3,8263,2.597569227
DE,3,1229,1.583030224
DE,3,7231,1.101077318
DE,3,3430,0.905620456
DE,3,6112,1.16088891
DE,3,8324,2.597569227
DE,3,4131,0.473474324
DE,3,7433,1.101077318
DE,3,1317,1.583030224
DE,3,2145,1.001863003
DE,3,4122,0.473474324
DE,3,3226,0.905620456
DE,3,7141,1.101077318
DE,3,2300,1.001863003
DE,3,3231,0.905620456
DE,3,4000,0.473474324
DE,3,7422,1.101077318
DE,3,2411,1.001863003
DE,3,3433,0.905620456
DE,3,3431,0.905620456
DE,3,3320,0.905620456
DE,3,2432,1.001863003
DE,3,6130,1.16088891
DE,3,5121,0.477804869
DE,3,7131,1.101077318
DE,3,3112,0.905620456
DE,3,4121,0.473474324
DE,3,4211,0.473474324
DE,3,9211,0.746285677
DE,3,1110,1.583030224
DE,3,1210,1.583030224
DE,3,3419,0.905620456
DE,3,3443,0.905620456
DE,3,7134,1.101077318
DE,3,7122,1.101077318
DE,3,7137,1.101077318
DE,3,8278,2.597569227
DE,3,5123,0.477804869
DE,3,3115,0.905620456
DE,3,2320,1.001863003
DE,3,2419,1.001863003
DE,3,4115,0.473474324
DE,3,5161,0.477804869
DE,3,2446,1.001863003
DE,3,3460,0.905620456
DE,3,7123,1.101077318
DE,3,1237,1.583030224
DE,3,7241,1.101077318
DE,3,9131,0.746285677
DE,3,5131,0.477804869
DE,3,2141,1.001863003
DE,3,3412,0.905620456
DE,3,8273,2.597569227
DE,3,7136,1.101077318
DE,3,7233,1.101077318
DE,3,3211,0.905620456
DE,3,1314,1.583030224
DE,3,5141,0.477804869
DE,3,8322,2.597569227
DE,3,2441,1.001863003
DE,3,8150,2.597569227
DE,3,3224,0.905620456
DE,3,3111,0.905620456
DE,3,1235,1.583030224
DE,3,9132,0.746285677
DE,3,9000,0.746285677
DE,3,8280,2.597569227
DE,3,2429,1.001863003
DE,3,3152,0.905620456
DE,3,4133,0.473474324
DE,3,2143,1.001863003
DE,3,9100,0.746285677
DE,3,3110,0.905620456
DE,3,2470,1.001863003
DE,3,9151,0.746285677
DE,3,7244,1.101077318
DE,3,1312,1.583030224
DE,3,7411,1.101077318
DE,3,3423,0.905620456
DE,3,2331,1.001863003
DE,3,7424,1.101077318
DE,3,9330,0.746285677
DE,3,4113,0.473474324
DE,3,7000,1.101077318
DE,3,3122,0.905620456
DE,3,7412,1.101077318
DE,3,3118,0.905620456
DE,3,4142,0.473474324
DE,3,7313,1.101077318
DE,3,3229,0.905620456
DE,3,3450,0.905620456
DE,3,3300,0.905620456
DE,3,3212,0.905620456
DE,3,7223,1.101077318
DE,3,6121,1.16088891
DE,3,2149,1.001863003
DE,3,2412,1.001863003
DE,3,2221,1.001863003
DE,3,3440,0.905620456
DE,3,8211,2.597569227
DE,3,9320,0.746285677
DE,3,8332,2.597569227
DE,3,8223,2.597569227
DE,3,9152,0.746285677
DE,3,3120,0.905620456
DE,3,1310,1.583030224
DE,3,3121,0.905620456
DE,3,7120,1.101077318
DE,3,8161,2.597569227
DE,3,9130,0.746285677
DE,3,8000,2.597569227
DE,3,5130,0.477804869
DE,3,7140,1.101077318
DE,3,5122,0.477804869
DE,3,2131,1.001863003
DE,3,7344,1.101077318
DE,3,8320,2.597569227
DE,3,3100,0.905620456
DE,3,1223,1.583030224
DE,3,1319,1.583030224
DE,3,3116,0.905620456
DE,3,7210,1.101077318
DE,3,2452,1.001863003
DE,3,2440,1.001863003
DE,3,1315,1.583030224
DE,3,7133,1.101077318
DE,3,7311,1.101077318
DE,3,2444,1.001863003
DE,3,7124,1.101077318
DE,3,1233,1.583030224
DE,3,3340,0.905620456
DE,3,7242,1.101077318
DE,3,3471,0.905620456
DE,3,4222,0.473474324
DE,3,2410,1.001863003
DE,3,1220,1.583030224
DE,3,7230,1.101077318
DE,3,2130,1.001863003
DE,3,4132,0.473474324
DE,3,2455,1.001863003
DE,3,2460,1.001863003
DE,3,8284,2.597569227
DE,3,3441,0.905620456
DE,3,3330,0.905620456
DE,3,7132,1.101077318
DE,3,3221,0.905620456
DE,3,2445,1.001863003
DE,3,2113,1.001863003
DE,3,3416,0.905620456
DE,3,8120,2.597569227
DE,3,1222,1.583030224
DE,3,8232,2.597569227
DE,3,1316,1.583030224
DE,3,2212,1.001863003
DE,3,2144,1.001863003
DE,3,7343,1.101077318
DE,3,8163,2.597569227
DE,3,8260,2.597569227
DE,3,3444,0.905620456
DE,3,1224,1.583030224
DE,3,3228,0.905620456
DE,3,7111,1.101077318
DE,3,5120,0.477804869
DE,3,7442,1.101077318
DE,3,3410,0.905620456
DE,3,2142,1.001863003
DE,3,3114,0.905620456
DE,3,2310,1.001863003
DE,3,8271,2.597569227
DE,3,8122,2.597569227
DE,3,3310,0.905620456
DE,3,7200,1.101077318
DE,3,8264,2.597569227
DE,3,7121,1.101077318
DE,3,4130,0.473474324
DE,3,2146,1.001863003
DE,3,2222,1.001863003
DE,3,4212,0.473474324
DE,3,2000,1.001863003
DE,3,9133,0.746285677
DE,3,4223,0.473474324
DE,3,4100,0.473474324
DE,3,1227,1.583030224
DE,3,3131,0.905620456
DE,3,7222,1.101077318
DE,3,7214,1.101077318
DE,3,7321,1.101077318
DE,3,9141,0.746285677
DE,3,1231,1.583030224
DE,3,2332,1.001863003
DE,3,2211,1.001863003
DE,3,7213,1.101077318
DE,3,5162,0.477804869
DE,3,7436,1.101077318
DE,3,7212,1.101077318
DE,3,8252,2.597569227
DE,3,8290,2.597569227
DE,3,8251,2.597569227
DE,3,6151,1.16088891
DE,3,6141,1.16088891
DE,3,7240,1.101077318
DE,3,4221,0.473474324
DE,3,8323,2.597569227
DE,3,4141,0.473474324
DE,3,9111,0.746285677
DE,3,2340,1.001863003
DE,3,3429,0.905620456
DE,3,8100,2.597569227
DE,3,3000,0.905620456
DE,3,3475,0.905620456
DE,3,4111,0.473474324
DE,3,7221,1.101077318
DE,3,3139,0.905620456
DE,3,9110,0.746285677
DE,3,3225,0.905620456
DE,3,7437,1.101077318
DE,3,6111,1.16088891
DE,3,9300,0.746285677
DE,3,3119,0.905620456
DE,3,1239,1.583030224
DE,3,1142,1.583030224
DE,3,2431,1.001863003
DE,3,2224,1.001863003
DE,3,2451,1.001863003
DE,3,4200,0.473474324
DE,3,9142,0.746285677
DE,3,7245,1.101077318
DE,3,1232,1.583030224
DE,3,3413,0.905620456
DE,3,2421,1.001863003
DE,3,2148,1.001863003
DE,3,9312,0.746285677
DE,3,3113,0.905620456
DE,3,3442,0.905620456
DE,3,9313,0.746285677
DE,3,2111,1.001863003
DE,3,8331,2.597569227
DE,3,7324,1.101077318
DE,3,7340,1.101077318
DE,3,1318,1.583030224
DE,3,3434,0.905620456
DE,3,1228,1.583030224
DE,3,5163,0.477804869
DE,3,8312,2.597569227
DE,3,3223,0.905620456
DE,3,2442,1.001863003
DE,3,1300,1.583030224
DE,3,9150,0.746285677
DE,3,5139,0.477804869
DE,3,8333,2.597569227
DE,3,8274,2.597569227
DE,3,5149,0.477804869
DE,3,7346,1.101077318
DE,3,5133,0.477804869
DE,3,9161,0.746285677
DE,3,5111,0.477804869
DE,3,7143,1.101077318
DE,3,3411,0.905620456
DE,3,2443,1.001863003
DE,3,1200,1.583030224
DE,3,3474,0.905620456
DE,3,5169,0.477804869
DE,3,2454,1.001863003
DE,3,8311,2.597569227
DE,3,1226,1.583030224
DE,3,3133,0.905620456
DE,3,2359,1.001863003
DE,3,8275,2.597569227
DE,3,8200,2.597569227
DE,3,2213,1.001863003
DE,3,8261,2.597569227
DE,3,8240,2.597569227
DE,3,7331,1.101077318
DE,3,8262,2.597569227
DE,3,7430,1.101077318
DE,3,5143,0.477804869
DE,3,7139,1.101077318
DE,3,7322,1.101077318
DE,3,7312,1.101077318
DE,3,8222,2.597569227
DE,3,8221,2.597569227
DE,3,3117,0.905620456
DE,3,1313,1.583030224
DE,3,6110,1.16088891
DE,3,3470,0.905620456
DE,3,3151,0.905620456
DE,3,5112,0.477804869
DE,3,6120,1.16088891
DE,3,1311,1.583030224
DE,3,2223,1.001863003
DE,3,2422,1.001863003
DE,3,8269,2.597569227
DE,3,7112,1.101077318
DE,3,3232,0.905620456
DE,3,3150,0.905620456
DE,3,9162,0.746285677
DE,4,2131,0.873865366
DE,4,9132,0.829723716
DE,4,8333,2.503000021
DE,4,4221,0.441705883
DE,4,3413,0.976529777
DE,4,7131,1.276317358
DE,4,5141,0.449640721
DE,4,4000,0.441705883
DE,4,5220,0.449640721
DE,4,6112,1.451014519
DE,4,2419,0.873865366
DE,4,8290,2.503000021
DE,4,7221,1.276317358
DE,4,7129,1.276317358
DE,4,7223,1.276317358
DE,4,7233,1.276317358
DE,4,3121,0.976529777
DE,4,7411,1.276317358
DE,4,5162,0.449640721
DE,4,3431,0.976529777
DE,4,5123,0.449640721
DE,4,9320,0.829723716
DE,4,4115,0.441705883
DE,4,7214,1.276317358
DE,4,2359,0.873865366
DE,4,7244,1.276317358
DE,4,3231,0.976529777
DE,4,7345,1.276317358
DE,4,1222,1.37150681
DE,4,4121,0.441705883
DE,4,5121,0.449640721
DE,4,3419,0.976529777
DE,4,2411,0.873865366
DE,4,1319,1.37150681
DE,4,3228,0.976529777
DE,4,9330,0.829723716
DE,4,5132,0.449640721
DE,4,5111,0.449640721
DE,4,4133,0.441705883
DE,4,3120,0.976529777
DE,4,3433,0.976529777
DE,4,9000,0.829723716
DE,4,2446,0.873865366
DE,4,2421,0.873865366
DE,4,2441,0.873865366
DE,4,3131,0.976529777
DE,4,7231,1.276317358
DE,4,2139,0.873865366
DE,4,2310,0.873865366
DE,4,8251,2.503000021
DE,4,4122,0.441705883
DE,4,2422,0.873865366
DE,4,4223,0.441705883
DE,4,3225,0.976529777
DE,4,100,0.625750005
DE,4,5122,0.449640721
DE,4,9131,0.829723716
DE,4,7222,1.276317358
DE,4,2143,0.873865366
DE,4,8324,2.503000021
DE,4,9142,0.829723716
DE,4,1225,1.37150681
DE,4,2145,0.873865366
DE,4,2149,0.873865366
DE,4,4132,0.441705883
DE,4,7241,1.276317358
DE,4,1220,1.37150681
DE,4,3320,0.976529777
DE,4,3119,0.976529777
DE,4,2113,0.873865366
DE,4,2320,0.873865366
DE,4,1232,1.37150681
DE,4,7133,1.276317358
DE,4,2142,0.873865366
DE,4,3415,0.976529777
DE,4,4142,0.441705883
DE,4,7122,1.276317358
DE,4,3226,0.976529777
DE,4,5149,0.449640721
DE,4,7212,1.276317358
DE,4,3152,0.976529777
DE,4,3118,0.976529777
DE,4,2147,0.873865366
DE,4,7422,1.276317358
DE,4,7141,1.276317358
DE,4,2412,0.873865366
DE,4,2453,0.873865366
DE,4,3449,0.976529777
DE,4,2211,0.873865366
DE,4,9152,0.829723716
DE,4,2200,0.873865366
DE,4,7311,1.276317358
DE,4,2351,0.873865366
DE,4,8322,2.503000021
DE,4,7111,1.276317358
DE,4,7432,1.276317358
DE,4,8283,2.503000021
DE,4,1210,1.37150681
DE,4,9211,0.829723716
DE,4,7137,1.276317358
DE,4,8269,2.503000021
DE,4,5139,0.449640721
DE,4,7242,1.276317358
DE,4,7124,1.276317358
DE,4,2221,0.873865366
DE,4,6130,1.451014519
DE,4,3211,0.976529777
DE,4,1317,1.37150681
DE,4,2460,0.873865366
DE,4,1314,1.37150681
DE,4,8253,2.503000021
DE,4,3115,0.976529777
DE,4,3416,0.976529777
DE,4,7136,1.276317358
DE,4,6121,1.451014519
DE,4,6129,1.451014519
DE,4,1237,1.37150681
DE,4,2445,0.873865366
DE,4,3432,0.976529777
DE,4,1231,1.37150681
DE,4,3475,0.976529777
DE,4,3143,0.976529777
DE,4,9141,0.829723716
DE,4,3471,0.976529777
DE,4,3224,0.976529777
DE,4,1315,1.37150681
DE,4,2470,0.873865366
DE,4,3340,0.976529777
DE,4,4222,0.441705883
DE,4,4190,0.441705883
DE,4,4211,0.441705883
DE,4,7132,1.276317358
DE,4,4131,0.441705883
DE,4,3443,0.976529777
DE,4,2141,0.873865366
DE,4,9151,0.829723716
DE,4,3460,0.976529777
DE,4,5163,0.449640721
DE,4,3232,0.976529777
DE,4,8112,2.503000021
DE,4,2121,0.873865366
DE,4,8280,2.503000021
DE,4,7134,1.276317358
DE,4,1235,1.37150681
DE,4,7412,1.276317358
DE,4,9312,0.829723716
DE,4,8263,2.503000021
DE,4,8229,2.503000021
DE,4,2431,0.873865366
DE,4,7433,1.276317358
DE,4,4200,0.441705883
DE,4,2331,0.873865366
DE,4,3112,0.976529777
DE,4,5133,0.449640721
DE,4,2332,0.873865366
DE,4,7000,1.276317358
DE,4,3442,0.976529777
DE,4,8211,2.503000021
DE,4,1110,1.37150681
DE,4,8334,2.503000021
DE,4,7437,1.276317358
DE,4,7123,1.276317358
DE,4,2223,0.873865366
DE,4,7143,1.276317358
DE,4,9311,0.829723716
DE,4,7211,1.276317358
DE,4,5112,0.449640721
DE,4,8323,2.503000021
DE,4,3412,0.976529777
DE,4,8232,2.503000021
DE,4,4113,0.441705883
DE,4,2400,0.873865366
DE,4,2451,0.873865366
DE,4,4290,0.441705883
DE,4,9161,0.829723716
DE,4,3411,0.976529777
DE,4,5130,0.449640721
DE,4,1312,1.37150681
DE,4,2452,0.873865366
DE,4,5161,0.449640721
DE,4,2213,0.873865366
DE,4,8332,2.503000021
DE,4,3229,0.976529777
DE,4,1233,1.37150681
DE,4,7321,1.276317358
DE,4,5113,0.449640721
DE,4,5169,0.449640721
DE,4,4141,0.441705883
DE,4,2224,0.873865366
DE,4,3472,0.976529777
DE,4,2144,0.873865366
DE,4,8141,2.503000021
DE,4,8311,2.503000021
DE,4,8240,2.503000021
DE,4,3441,0.976529777
DE,4,2442,0.873865366
DE,4,8262,2.503000021
DE,4,7344,1.276317358
DE,4,3450,0.976529777
DE,4,3423,0.976529777
DE,4,7213,1.276317358
DE,4,7341,1.276317358
DE,4,1200,1.37150681
DE,4,5131,0.449640721
DE,4,1224,1.37150681
DE,4,3113,0.976529777
DE,4,4111,0.441705883
DE,4,2443,0.873865366
DE,4,1239,1.37150681
DE,4,6111,1.451014519
DE,4,1236,1.37150681
DE,4,2146,0.873865366
DE,4,3111,0.976529777
DE,4,1221,1.37150681
DE,4,2429,0.873865366
DE,4,1313,1.37150681
DE,4,3117,0.976529777
DE,4,7322,1.276317358
DE,4,1227,1.37150681
DE,4,2455,0.873865366
DE,4,2222,0.873865366
DE,4,3122,0.976529777
DE,4,8331,2.503000021
DE,4,7313,1.276317358
DE,4,8312,2.503000021
DE,4,2111,0.873865366
DE,4,3139,0.976529777
DE,4,8264,2.503000021
DE,4,4212,0.441705883
DE,4,3429,0.976529777
DE,4,5142,0.449640721
DE,4,8200,2.503000021
DE,4,1318,1.37150681
DE,4,8162,2.503000021
DE,4,7435,1.276317358
DE,4,3330,0.976529777
DE,4,6141,1.451014519
DE,4,6100,1.451014519
DE,4,2340,0.873865366
DE,4,8223,2.503000021
DE,4,8285,2.503000021
DE,4,1223,1.37150681
DE,4,9313,0.829723716
DE,4,1234,1.37150681
DE,4,3444,0.976529777
DE,4,7331,1.276317358
DE,4,2114,0.873865366
DE,4,6122,1.451014519
DE,4,1226,1.37150681
DE,4,8261,2.503000021
DE,4,8274,2.503000021
DE,4,8113,2.503000021
DE,4,3142,0.976529777
DE,4,8131,2.503000021
DE,4,1311,1.37150681
DE,4,5143,0.449640721
DE,4,7224,1.276317358
DE,4,8279,2.503000021
DE,4,8272,2.503000021
DE,4,2112,0.873865366
DE,4,7139,1.276317358
DE,4,1316,1.37150681
DE,5,5220,0.518913746
DE,5,9320,0.679581583
DE,5,7241,1.200147867
DE,5,2143,0.85355854
DE,5,2453,0.85355854
DE,5,4222,0.502848268
DE,5,1315,1.434172153
DE,5,3231,0.945459545
DE,5,6112,1.546857119
DE,5,2221,0.85355854
DE,5,4121,0.502848268
DE,5,9300,0.679581583
DE,5,7136,1.200147867
DE,5,2441,0.85355854
DE,5,2140,0.85355854
DE,5,2450,0.85355854
DE,5,4190,0.502848268
DE,5,3419,0.945459545
DE,5,7200,1.200147867
DE,5,3330,0.945459545
DE,5,100,0.676750004
DE,5,2141,0.85355854
DE,5,7313,1.200147867
DE,5,3431,0.945459545
DE,5,5149,0.518913746
DE,5,4122,0.502848268
DE,5,3225,0.945459545
DE,5,7137,1.200147867
DE,5,4133,0.502848268
DE,5,4000,0.502848268
DE,5,9132,0.679581583
DE,5,1226,1.434172153
DE,5,5162,0.518913746
DE,5,2142,0.85355854
DE,5,3226,0.945459545
DE,5,8324,2.376878023
DE,5,2300,0.85355854
DE,5,7412,1.200147867
DE,5,2144,0.85355854
DE,5,3460,0.945459545
DE,5,8333,2.376878023
DE,5,5122,0.518913746
DE,5,2331,0.85355854
DE,5,7122,1.200147867
DE,5,7224,1.200147867
DE,5,8000,2.376878023
DE,5,5112,0.518913746
DE,5,8211,2.376878023
DE,5,9100,0.679581583
DE,5,3415,0.945459545
DE,5,1314,1.434172153
DE,5,7214,1.200147867
DE,5,3212,0.945459545
DE,5,3400,0.945459545
DE,5,6130,1.546857119
DE,5,3119,0.945459545
DE,5,1210,1.434172153
DE,5,5130,0.518913746
DE,5,7222,1.200147867
DE,5,2145,0.85355854
DE,5,8320,2.376878023
DE,5,7124,1.200147867
DE,5,3229,0.945459545
DE,5,8322,2.376878023
DE,5,3320,0.945459545
DE,5,1110,1.434172153
DE,5,2419,0.85355854
DE,5,2332,0.85355854
DE,5,5123,0.518913746
DE,5,1223,1.434172153
DE,5,2320,0.85355854
DE,5,3430,0.945459545
DE,5,7213,1.200147867
DE,5,4200,0.502848268
DE,5,8271,2.376878023
DE,5,4115,0.502848268
DE,5,8280,2.376878023
DE,5,5131,0.518913746
DE,5,7223,1.200147867
DE,5,9152,0.679581583
DE,5,3111,0.945459545
DE,5,2000,0.85355854
DE,5,5141,0.518913746
DE,5,9141,0.679581583
DE,5,3223,0.945459545
DE,5,2131,0.85355854
DE,5,3000,0.945459545
DE,5,5121,0.518913746
DE,5,2410,0.85355854
DE,5,9330,0.679581583
DE,5,2470,0.85355854
DE,5,1239,1.434172153
DE,5,9133,0.679581583
DE,5,2149,0.85355854
DE,5,3450,0.945459545
DE,5,3120,0.945459545
DE,5,7231,1.200147867
DE,5,2412,0.85355854
DE,5,3118,0.945459545
DE,5,8332,2.376878023
DE,5,5111,0.518913746
DE,5,9130,0.679581583
DE,5,3449,0.945459545
DE,5,8141,2.376878023
DE,5,7312,1.200147867
DE,5,3412,0.945459545
DE,5,3113,0.945459545
DE,5,4223,0.502848268
DE,5,2451,0.85355854
DE,5,3121,0.945459545
DE,5,1230,1.434172153
DE,5,8200,2.376878023
DE,5,4141,0.502848268
DE,5,2431,0.85355854
DE,5,7233,1.200147867
DE,5,2230,0.85355854
DE,5,3423,0.945459545
DE,5,3152,0.945459545
DE,5,1232,1.434172153
DE,5,7434,1.200147867
DE,5,3416,0.945459545
DE,5,7130,1.200147867
DE,5,8290,2.376878023
DE,5,1236,1.434172153
DE,5,3110,0.945459545
DE,5,7422,1.200147867
DE,5,2421,0.85355854
DE,5,8331,2.376878023
DE,5,5132,0.518913746
DE,5,3410,0.945459545
DE,5,4130,0.502848268
DE,5,4211,0.502848268
DE,5,3340,0.945459545
DE,5,8253,2.376878023
DE,5,3471,0.945459545
DE,5,7120,1.200147867
DE,5,1233,1.434172153
DE,5,7411,1.200147867
DE,5,6121,1.546857119
DE,5,9211,0.679581583
DE,5,7000,1.200147867
DE,5,7141,1.200147867
DE,5,4142,0.502848268
DE,5,3221,0.945459545
DE,5,8131,2.376878023
DE,5,8263,2.376878023
DE,5,7433,1.200147867
DE,5,9000,0.679581583
DE,5,5161,0.518913746
DE,5,7212,1.200147867
DE,5,1237,1.434172153
DE,5,1200,1.434172153
DE,5,8311,2.376878023
DE,5,4143,0.502848268
DE,5,2446,0.85355854
DE,5,2460,0.85355854
DE,5,2411,0.85355854
DE,5,2113,0.85355854
DE,5,3475,0.945459545
DE,5,1310,1.434172153
DE,5,7341,1.200147867
DE,5,7245,1.200147867
DE,5,7134,1.200147867
DE,5,7232,1.200147867
DE,5,4221,0.502848268
DE,5,3228,0.945459545
DE,5,7230,1.200147867
DE,5,8334,2.376878023
DE,5,2200,0.85355854
DE,5,2310,0.85355854
DE,5,8279,2.376878023
DE,5,4131,0.502848268
DE,5,8162,2.376878023
DE,5,8272,2.376878023
DE,5,3440,0.945459545
DE,5,6111,1.546857119
DE,5,1141,1.434172153
DE,5,2359,0.85355854
DE,5,8285,2.376878023
DE,5,2422,0.85355854
DE,5,2211,0.85355854
DE,5,9313,0.679581583
DE,5,3432,0.945459545
DE,5,7129,1.200147867
DE,5,3112,0.945459545
DE,5,7132,1.200147867
DE,5,3151,0.945459545
DE,5,7244,1.200147867
DE,5,3211,0.945459545
DE,5,8323,2.376878023
DE,5,1235,1.434172153
DE,5,7437,1.200147867
DE,5,8264,2.376878023
DE,5,7143,1.200147867
DE,5,8260,2.376878023
DE,5,8283,2.376878023
DE,5,2112,0.85355854
DE,5,1316,1.434172153
DE,5,3434,0.945459545
DE,5,3115,0.945459545
DE,5,4100,0.502848268
DE,5,4120,0.502848268
DE,5,4111,0.502848268
DE,5,8278,2.376878023
DE,5,3224,0.945459545
DE,5,6120,1.546857119
DE,5,2148,0.85355854
DE,5,2452,0.85355854
DE,5,2455,0.85355854
DE,5,2444,0.85355854
DE,5,1222,1.434172153
DE,5,1227,1.434172153
DE,5,3429,0.945459545
DE,5,3114,0.945459545
DE,5,2445,0.85355854
DE,5,3100,0.945459545
DE,5,2429,0.85355854
DE,5,6141,1.546857119
DE,5,2442,0.85355854
DE,5,1313,1.434172153
DE,5,2223,0.85355854
DE,5,1311,1.434172153
DE,5,2100,0.85355854
DE,5,3433,0.945459545
DE,5,8161,2.376878023
DE,5,2224,0.85355854
DE,5,3442,0.945459545
DE,5,8231,2.376878023
DE,5,2443,0.85355854
DE,5,3133,0.945459545
DE,5,5169,0.518913746
DE,5,8120,2.376878023
DE,5,2130,0.85355854
DE,5,4215,0.502848268
DE,5,2432,0.85355854
DE,5,7131,1.200147867
DE,5,1319,1.434172153
DE,5,5120,0.518913746
DE,5,3413,0.945459545
DE,5,9131,0.679581583
DE,5,7432,1.200147867
DE,5,2340,0.85355854
DE,5,5100,0.518913746
DE,5,8330,2.376878023
DE,5,3116,0.945459545
DE,5,1229,1.434172153
DE,5,8269,2.376878023
DE,5,7113,1.200147867
DE,5,8251,2.376878023
DE,5,1312,1.434172153
DE,5,3474,0.945459545
DE,5,4220,0.502848268
DE,5,2146,0.85355854
DE,5,8143,2.376878023
DE,5,3444,0.945459545
DE,5,8230,2.376878023
DE,5,5163,0.518913746
DE,5,2222,0.85355854
DE,5,7311,1.200147867
DE,5,8113,2.376878023
DE,5,3144,0.945459545
DE,5,8312,2.376878023
DE,5,8122,2.376878023
DE,5,3232,0.945459545
DE,5,9151,0.679581583
DE,5,1317,1.434172153
DE,5,3131,0.945459545
DE,5,7320,1.200147867
DE,5,7330,1.200147867
DE,5,3150,0.945459545
DE,5,8232,2.376878023
DE,5,8284,2.376878023
DE,5,5113,0.518913746
DE,5,1231,1.434172153
DE,5,4132,0.502848268
DE,5,8221,2.376878023
DE,5,5133,0.518913746
DE,5,7430,1.200147867
DE,5,3300,0.945459545
DE,5,3441,0.945459545
DE,5,7322,1.200147867
DE,5,9142,0.679581583
DE,5,2213,0.85355854
DE,5,7242,1.200147867
DE,5,3411,0.945459545
DE,5,7240,1.200147867
DE,5,1143,1.434172153
DE,5,9161,0.679581583
DE,5,3443,0.945459545
DE,5,8340,2.376878023
DE,5,7123,1.200147867
DE,5,7442,1.200147867
DE,5,8261,2.376878023
DE,5,8111,2.376878023
DE,5,2114,0.85355854
DE,5,9312,0.679581583
DE,5,8150,2.376878023
DE,5,7111,1.200147867
DE,5,7135,1.200147867
DE,5,2111,0.85355854
DE,5,8274,2.376878023
DE,5,8275,2.376878023
DE,5,8262,2.376878023
DE,5,8281,2.376878023
DE,5,5142,0.518913746
DE,5,4212,0.502848268
DE,5,7221,1.200147867
DE,5,4113,0.502848268
DE,5,9310,0.679581583
DE,5,5139,0.518913746
DE,5,7436,1.200147867
DE,5,6129,1.546857119
DK,1,5132,0.458823502
DK,1,4142,0.649999976
DK,1,3419,0.9401384
DK,1,7341,1.391351461
DK,1,1319,0.907936513
DK,1,7231,1.391351461
DK,1,2331,1.112222195
DK,1,3320,0.9401384
DK,1,2441,1.112222195
DK,1,3416,0.9401384
DK,1,3330,0.9401384
DK,1,4190,0.649999976
DK,1,1210,0.907936513
DK,1,2230,1.112222195
DK,1,2429,1.112222195
DK,1,1233,0.907936513
DK,1,4121,0.649999976
DK,1,9132,0.389999986
DK,1,3111,0.9401384
DK,1,4222,0.649999976
DK,1,2141,1.112222195
DK,1,3415,0.9401384
DK,1,3121,0.9401384
DK,1,2145,1.112222195
DK,1,7242,1.391351461
DK,1,4115,0.649999976
