dname,isco88_code_2dg,rti_score,offs_score
dk07,21,-0.727476418,1.308184028
dk07,22,-0.909958124,-0.589510024
dk07,23,-1.465365052,-0.703190029
dk07,24,-0.635716379,0.426382989
dk07,31,-0.292395711,0.075538002
dk07,32,-0.226255,-0.584529996
dk07,33,-1.368631959,-0.648140013
dk07,34,-0.33859539,0.313463002
dk07,41,2.410058022,0.622610986
dk07,42,1.555783033,-0.055739999
dk07,51,-0.497650087,-0.77658999
dk07,52,0.169350505,-0.730080009
dk07,61,0.144009098,-0.840810001
dk07,71,-0.075297303,-0.773209989
dk07,72,0.582644522,-0.26800999
dk07,73,1.742398024,1.942178965
dk07,74,1.382539034,1.406988025
dk07,81,0.445600986,1.870820045
dk07,82,0.619180918,2.65978694
dk07,83,-1.417865038,-0.840810001
dk07,91,0.142689198,-0.641499996
dk07,92,0.380368501,-0.840810001
dk07,93,0.574263811,-0.484329998
dk10,11,-0.570638001,-0.418199986
dk10,12,-0.650581717,-0.130879998
dk10,12,-0.960517168,-0.258768797
dk10,12,-0.912834764,-0.239093602
dk10,12,-1.003784418,-0.276622236
dk10,13,-1.445287943,-0.458799988
dk10,21,-0.707578123,0.878190994
dk10,21,-0.727476418,1.308184028
dk10,22,-0.909958124,-0.589510024
dk10,21,-0.599145651,0.979926109
dk10,34,-0.33859539,0.313463002
dk10,32,-0.226255,-0.584529996
dk10,32,-0.47239545,-0.336366147
dk10,32,-0.451877028,-0.586173415
dk10,23,-1.433443069,-0.685023546
dk10,23,-1.465365052,-0.703190029
dk10,23,-1.42860651,-0.682271004
dk10,24,-0.635716379,0.426382989
dk10,24,-0.53766644,0.389119387
dk10,24,-0.576886833,0.38150847
dk10,24,-0.561436117,0.398152977
dk10,31,-0.292395711,0.075538002
dk10,81,0.445600986,1.870820045
dk10,32,-0.092059277,-0.335380793
dk10,73,1.742398024,1.942178965
dk10,41,2.410058022,0.622610986
dk10,51,-0.497650087,-0.77658999
dk10,34,0.6392169,0.398213625
dk10,34,-0.436645329,0.350726604
dk10,34,0.568460226,0.415481836
dk10,34,-0.323349506,0.234947756
dk10,34,-0.596104503,0.073062256
dk10,41,2.002974033,0.355563164
dk10,42,1.555783033,-0.055739999
dk10,51,-0.278304219,-0.726207256
dk10,51,-0.286338121,-0.732010305
dk10,91,0.142689198,-0.641499996
dk10,51,-0.543514609,-0.763743997
dk10,33,-1.368631959,-0.648140013
dk10,52,0.169350505,-0.730080009
dk10,61,-0.380458921,-0.714746714
dk10,61,0.144009098,-0.840810001
dk10,71,-0.075297303,-0.773209989
dk10,72,0.582644522,-0.26800999
dk10,73,1.579696059,1.939013004
dk10,74,1.501292467,1.583600998
dk10,73,1.461593628,2.121581078
dk10,73,1.371736407,2.178989649
dk10,74,1.103804231,1.12466526
dk10,74,1.382539034,1.406988025
dk10,74,1.191699505,1.720187664
dk10,82,0.573590875,2.236132145
dk10,82,0.619180918,2.65978694
dk10,81,0.502882361,2.131179094
dk10,83,-1.417865038,-0.840810001
dk10,92,0.380368501,-0.840810001
dk10,93,0.574263811,-0.484329998
dk13,11,-0.570638001,-0.418199986
dk13,12,-0.650581717,-0.130879998
dk13,12,-0.960517168,-0.258768797
dk13,12,-0.912834764,-0.239093602
dk13,13,-1.445287943,-0.458799988
dk13,21,-0.707578123,0.878190994
dk13,21,-0.727476418,1.308184028
dk13,22,-0.909958124,-0.589510024
dk13,21,-0.599145651,0.979926109
dk13,34,-0.33859539,0.313463002
dk13,32,-0.226255,-0.584529996
dk13,32,-0.47239545,-0.336366147
dk13,32,-0.451877028,-0.586173415
dk13,23,-1.433443069,-0.685023546
dk13,23,-1.465365052,-0.703190029
dk13,23,-1.42860651,-0.682271004
dk13,24,-0.635716379,0.426382989
dk13,24,-0.53766644,0.389119387
dk13,24,-0.576886833,0.38150847
dk13,24,-0.561436117,0.398152977
dk13,31,-0.292395711,0.075538002
dk13,81,0.445600986,1.870820045
dk13,73,1.742398024,1.942178965
dk13,41,2.410058022,0.622610986
dk13,51,-0.497650087,-0.77658999
dk13,34,0.6392169,0.398213625
dk13,34,-0.436645329,0.350726604
dk13,34,0.568460226,0.415481836
dk13,34,-0.323349506,0.234947756
dk13,34,-0.596104503,0.073062256
dk13,41,2.002974033,0.355563164
dk13,42,1.555783033,-0.055739999
dk13,42,1.441371679,0.059490941
dk13,51,-0.278304219,-0.726207256
dk13,51,-0.286338121,-0.732010305
dk13,91,0.142689198,-0.641499996
dk13,51,-0.543514609,-0.763743997
dk13,33,-1.368631959,-0.648140013
dk13,52,0.147510603,-0.644398987
dk13,52,0.169350505,-0.730080009
dk13,61,-0.380458921,-0.714746714
dk13,61,0.144009098,-0.840810001
dk13,71,-0.075297303,-0.773209989
dk13,72,0.582644522,-0.26800999
dk13,74,1.501292467,1.583600998
dk13,73,1.461593628,2.121581078
dk13,73,1.371736407,2.178989649
dk13,74,1.103804231,1.12466526
dk13,74,1.382539034,1.406988025
dk13,74,1.191699505,1.720187664
dk13,82,0.573590875,2.236132145
dk13,82,0.619180918,2.65978694
dk13,81,0.502882361,2.131179094
dk13,83,-1.417865038,-0.840810001
dk13,92,0.380368501,-0.840810001
dk13,93,0.574263811,-0.484329998
dk92,11,-0.570638001,-0.418199986
dk92,12,-0.650581717,-0.130879998
dk92,13,-1.445287943,-0.458799988
dk92,21,-0.727476418,1.308184028
dk92,22,-0.909958124,-0.589510024
dk92,23,-1.465365052,-0.703190029
dk92,24,-0.635716379,0.426382989
dk92,31,-0.292395711,0.075538002
dk92,32,-0.226255,-0.584529996
dk92,33,-1.368631959,-0.648140013
dk92,34,-0.33859539,0.313463002
dk92,41,2.410058022,0.622610986
dk92,42,1.555783033,-0.055739999
dk92,51,-0.497650087,-0.77658999
dk92,52,0.169350505,-0.730080009
dk92,61,0.144009098,-0.840810001
dk92,71,-0.075297303,-0.773209989
dk92,72,0.582644522,-0.26800999
dk92,73,1.742398024,1.942178965
dk92,74,1.382539034,1.406988025
dk92,81,0.445600986,1.870820045
dk92,82,0.619180918,2.65978694
dk92,83,-1.417865038,-0.840810001
dk92,91,0.142689198,-0.641499996
dk92,92,0.380368501,-0.840810001
dk92,93,0.574263811,-0.484329998
do07,11,-0.570638001,-0.418199986
do07,12,-0.650581717,-0.130879998
do07,13,-1.445287943,-0.458799988
do07,21,-0.727476418,1.308184028
do07,22,-0.909958124,-0.589510024
do07,23,-1.465365052,-0.703190029
do07,24,-0.635716379,0.426382989
do07,31,-0.292395711,0.075538002
do07,32,-0.226255,-0.584529996
do07,33,-1.368631959,-0.648140013
do07,34,-0.33859539,0.313463002
do07,41,2.410058022,0.622610986
do07,42,1.555783033,-0.055739999
do07,51,-0.497650087,-0.77658999
do07,52,0.169350505,-0.730080009
do07,61,0.144009098,-0.840810001
do07,62,0.472829401,-0.840810001
do07,71,-0.075297303,-0.773209989
do07,72,0.582644522,-0.26800999
do07,73,1.742398024,1.942178965
do07,74,1.382539034,1.406988025
do07,81,0.445600986,1.870820045
do07,82,0.619180918,2.65978694
do07,83,-1.417865038,-0.840810001
do07,91,0.142689198,-0.641499996
do07,92,0.380368501,-0.840810001
do07,93,0.574263811,-0.484329998
ee00,11,-0.570638001,-0.418199986
ee00,12,-0.650581717,-0.130879998
ee00,13,-1.445287943,-0.458799988
ee00,21,-0.727476418,1.308184028
ee00,22,-0.909958124,-0.589510024
ee00,23,-1.465365052,-0.703190029
ee00,24,-0.635716379,0.426382989
ee00,31,-0.292395711,0.075538002
ee00,32,-0.226255,-0.584529996
ee00,33,-1.368631959,-0.648140013
ee00,34,-0.33859539,0.313463002
ee00,41,2.410058022,0.622610986
ee00,42,1.555783033,-0.055739999
ee00,51,-0.497650087,-0.77658999
ee00,52,0.169350505,-0.730080009
ee00,61,0.144009098,-0.840810001
ee00,71,-0.075297303,-0.773209989
ee00,72,0.582644522,-0.26800999
ee00,73,1.742398024,1.942178965
ee00,74,1.382539034,1.406988025
ee00,81,0.445600986,1.870820045
ee00,82,0.619180918,2.65978694
ee00,83,-1.417865038,-0.840810001
ee00,91,0.142689198,-0.641499996
ee00,92,0.380368501,-0.840810001
ee00,93,0.574263811,-0.484329998
ee07,11,-0.570638001,-0.418199986
ee07,12,-0.650581717,-0.130879998
ee07,13,-1.445287943,-0.458799988
ee07,21,-0.727476418,1.308184028
ee07,22,-0.909958124,-0.589510024
ee07,23,-1.465365052,-0.703190029
ee07,24,-0.635716379,0.426382989
ee07,31,-0.292395711,0.075538002
ee07,32,-0.226255,-0.584529996
ee07,33,-1.368631959,-0.648140013
ee07,34,-0.33859539,0.313463002
ee07,41,2.410058022,0.622610986
ee07,42,1.555783033,-0.055739999
ee07,51,-0.497650087,-0.77658999
ee07,52,0.169350505,-0.730080009
ee07,61,0.144009098,-0.840810001
ee07,71,-0.075297303,-0.773209989
ee07,72,0.582644522,-0.26800999
ee07,73,1.742398024,1.942178965
ee07,74,1.382539034,1.406988025
ee07,81,0.445600986,1.870820045
ee07,82,0.619180918,2.65978694
ee07,83,-1.417865038,-0.840810001
ee07,91,0.142689198,-0.641499996
ee07,92,0.380368501,-0.840810001
ee07,93,0.574263811,-0.484329998
ee10,11,-0.570638001,-0.418199986
ee10,12,-0.650581717,-0.130879998
ee10,13,-1.445287943,-0.458799988
ee10,21,-0.727476418,1.308184028
ee10,22,-0.909958124,-0.589510024
ee10,23,-1.465365052,-0.703190029
ee10,24,-0.635716379,0.426382989
ee10,31,-0.292395711,0.075538002
ee10,32,-0.226255,-0.584529996
ee10,33,-1.368631959,-0.648140013
ee10,34,-0.33859539,0.313463002
ee10,41,2.410058022,0.622610986
ee10,42,1.555783033,-0.055739999
ee10,51,-0.497650087,-0.77658999
ee10,52,0.169350505,-0.730080009
ee10,61,0.144009098,-0.840810001
ee10,71,-0.075297303,-0.773209989
ee10,72,0.582644522,-0.26800999
ee10,73,1.742398024,1.942178965
ee10,74,1.382539034,1.406988025
ee10,81,0.445600986,1.870820045
ee10,82,0.619180918,2.65978694
ee10,83,-1.417865038,-0.840810001
ee10,91,0.142689198,-0.641499996
ee10,92,0.380368501,-0.840810001
ee10,93,0.574263811,-0.484329998
ee13,11,-0.570638001,-0.418199986
ee13,12,-0.650581717,-0.130879998
ee13,12,-0.960517168,-0.258768797
ee13,12,-0.912834764,-0.239093602
ee13,12,-0.999920905,-0.29612416
ee13,13,-1.095617175,-0.314515203
ee13,13,-1.445287943,-0.458799988
ee13,21,-0.707578123,0.878190994
ee13,21,-0.727476418,1.308184028
ee13,22,-0.909958124,-0.589510024
ee13,34,-0.33859539,0.313463002
ee13,32,-0.226255,-0.584529996
ee13,23,-1.433443069,-0.685023546
ee13,23,-1.465365052,-0.703190029
ee13,24,-0.635716379,0.426382989
ee13,24,-0.53766644,0.389119387
ee13,24,-0.576886833,0.38150847
ee13,31,-0.292395711,0.075538002
ee13,82,0.619180918,2.65978694
ee13,81,0.445600986,1.870820045
ee13,32,-0.130610496,-0.379270196
ee13,73,1.742398024,1.942178965
ee13,41,2.410058022,0.622610986
ee13,51,-0.497650087,-0.77658999
ee13,34,0.6392169,0.398213625
ee13,34,-0.436645329,0.350726604
ee13,34,-0.323349506,0.234947756
ee13,34,-0.477829933,0.042295229
ee13,42,1.555783033,-0.055739999
ee13,91,0.142689198,-0.641499996
ee13,33,-1.368631959,-0.648140013
ee13,52,0.147510603,-0.644398987
ee13,52,0.169350505,-0.730080009
ee13,61,-0.444030821,-0.699466288
ee13,61,-0.380458921,-0.714746714
ee13,61,0.144009098,-0.840810001
ee13,71,-0.075297303,-0.773209989
ee13,72,0.582644522,-0.26800999
ee13,74,1.501292467,1.583600998
ee13,73,1.371736407,2.178989649
ee13,74,1.103804231,1.12466526
ee13,74,1.382539034,1.406988025
ee13,82,0.573590875,2.236132145
ee13,81,0.502882361,2.131179094
ee13,83,-1.417865038,-0.840810001
ee13,92,0.380368501,-0.840810001
ee13,93,0.574263811,-0.484329998
eg12,12,-0.650581717,-0.130879998
eg12,13,-1.445287943,-0.458799988
eg12,21,-0.727476418,1.308184028
eg12,22,-0.909958124,-0.589510024
eg12,23,-1.465365052,-0.703190029
eg12,24,-0.635716379,0.426382989
eg12,31,-0.292395711,0.075538002
eg12,32,-0.226255,-0.584529996
eg12,33,-1.368631959,-0.648140013
eg12,34,-0.33859539,0.313463002
eg12,41,2.410058022,0.622610986
eg12,42,1.555783033,-0.055739999
eg12,51,-0.497650087,-0.77658999
eg12,52,0.169350505,-0.730080009
eg12,61,0.144009098,-0.840810001
eg12,71,-0.075297303,-0.773209989
eg12,72,0.582644522,-0.26800999
eg12,73,1.742398024,1.942178965
eg12,74,1.382539034,1.406988025
eg12,81,0.445600986,1.870820045
eg12,82,0.619180918,2.65978694
eg12,83,-1.417865038,-0.840810001
eg12,91,0.142689198,-0.641499996
eg12,92,0.380368501,-0.840810001
eg12,93,0.574263811,-0.484329998
es00,11,-0.570638001,-0.418199986
es00,12,-0.650581717,-0.130879998
es00,13,-1.445287943,-0.458799988
es00,21,-0.727476418,1.308184028
es00,22,-0.909958124,-0.589510024
es00,23,-1.465365052,-0.703190029
es00,24,-0.635716379,0.426382989
es00,31,-0.292395711,0.075538002
es00,32,-0.226255,-0.584529996
es00,33,-1.368631959,-0.648140013
es00,34,-0.33859539,0.313463002
es00,41,2.410058022,0.622610986
es00,42,1.555783033,-0.055739999
es00,51,-0.497650087,-0.77658999
es00,52,0.169350505,-0.730080009
es00,61,0.144009098,-0.840810001
es00,71,-0.075297303,-0.773209989
es00,72,0.582644522,-0.26800999
es00,73,1.742398024,1.942178965
es00,74,1.382539034,1.406988025
es00,81,0.445600986,1.870820045
es00,82,0.619180918,2.65978694
es00,83,-1.417865038,-0.840810001
es00,91,0.142689198,-0.641499996
es00,92,0.380368501,-0.840810001
es00,93,0.574263811,-0.484329998
es04,11,-0.570638001,-0.418199986
es04,12,-0.650581717,-0.130879998
es04,13,-1.445287943,-0.458799988
es04,21,-0.727476418,1.308184028
es04,22,-0.909958124,-0.589510024
es04,23,-1.465365052,-0.703190029
es04,24,-0.635716379,0.426382989
es04,31,-0.292395711,0.075538002
es04,32,-0.226255,-0.584529996
es04,33,-1.368631959,-0.648140013
es04,34,-0.33859539,0.313463002
es04,41,2.410058022,0.622610986
es04,42,1.555783033,-0.055739999
es04,51,-0.497650087,-0.77658999
es04,52,0.169350505,-0.730080009
es04,61,0.144009098,-0.840810001
es04,71,-0.075297303,-0.773209989
es04,72,0.582644522,-0.26800999
es04,73,1.742398024,1.942178965
es04,74,1.382539034,1.406988025
es04,81,0.445600986,1.870820045
es04,82,0.619180918,2.65978694
es04,83,-1.417865038,-0.840810001
es04,91,0.142689198,-0.641499996
es04,92,0.380368501,-0.840810001
es04,93,0.574263811,-0.484329998
es07,11,-0.570638001,-0.418199986
es07,12,-0.650581717,-0.130879998
es07,13,-1.445287943,-0.458799988
es07,21,-0.727476418,1.308184028
es07,22,-0.909958124,-0.589510024
es07,23,-1.465365052,-0.703190029
es07,24,-0.635716379,0.426382989
es07,31,-0.292395711,0.075538002
es07,32,-0.226255,-0.584529996
es07,33,-1.368631959,-0.648140013
es07,34,-0.33859539,0.313463002
es07,41,2.410058022,0.622610986
es07,42,1.555783033,-0.055739999
es07,51,-0.497650087,-0.77658999
es07,52,0.169350505,-0.730080009
es07,61,0.144009098,-0.840810001
es07,71,-0.075297303,-0.773209989
es07,72,0.582644522,-0.26800999
es07,73,1.742398024,1.942178965
es07,74,1.382539034,1.406988025
es07,81,0.445600986,1.870820045
es07,82,0.619180918,2.65978694
es07,83,-1.417865038,-0.840810001
es07,91,0.142689198,-0.641499996
es07,92,0.380368501,-0.840810001
es07,93,0.574263811,-0.484329998
es10,11,-0.570638001,-0.418199986
es10,12,-0.650581717,-0.130879998
es10,13,-1.445287943,-0.458799988
es10,21,-0.727476418,1.308184028
es10,22,-0.909958124,-0.589510024
es10,23,-1.465365052,-0.703190029
es10,24,-0.635716379,0.426382989
es10,31,-0.292395711,0.075538002
es10,32,-0.226255,-0.584529996
es10,33,-1.368631959,-0.648140013
es10,34,-0.33859539,0.313463002
es10,41,2.410058022,0.622610986
es10,42,1.555783033,-0.055739999
es10,51,-0.497650087,-0.77658999
es10,52,0.169350505,-0.730080009
es10,61,0.144009098,-0.840810001
es10,71,-0.075297303,-0.773209989
es10,72,0.582644522,-0.26800999
es10,73,1.742398024,1.942178965
es10,74,1.382539034,1.406988025
es10,81,0.445600986,1.870820045
es10,82,0.619180918,2.65978694
es10,83,-1.417865038,-0.840810001
es10,91,0.142689198,-0.641499996
es10,92,0.380368501,-0.840810001
es10,93,0.574263811,-0.484329998
es13,11,-0.570638001,-0.418199986
es13,12,-0.960517168,-0.258768797
es13,12,-0.999920905,-0.29612416
es13,13,-1.095617175,-0.314515203
es13,21,-0.707578123,0.878190994
es13,23,-1.433443069,-0.685023546
es13,24,-0.635716379,0.426382989
es13,21,-0.727476418,1.308184028
es13,24,-0.576886833,0.38150847
es13,32,-0.130610496,-0.379270196
es13,34,0.6392169,0.398213625
es13,34,-0.477829933,0.042295229
es13,31,-0.292395711,0.075538002
es13,41,2.410058022,0.622610986
es13,42,1.555783033,-0.055739999
es13,51,-0.497650087,-0.77658999
es13,52,0.147510603,-0.644398987
es13,61,-0.444030821,-0.699466288
es13,61,-0.491709709,-0.688006043
es13,71,-0.075297303,-0.773209989
es13,72,0.582644522,-0.26800999
es13,73,1.579696059,1.939013004
es13,74,1.07208097,1.050317883
es13,82,0.577062488,2.251911402
es13,82,0.619180918,2.65978694
es13,83,-1.417865038,-0.840810001
es13,91,0.142689198,-0.641499996
es13,92,0.380368501,-0.840810001
es13,93,0.574263811,-0.484329998
es80,22,-0.831751704,0.223787397
es80,31,-0.292395711,0.075538002
es80,22,-0.739032328,-0.588265061
es80,22,-0.909958124,-0.589510024
es80,32,-0.354994565,-0.616186202
es80,21,-0.727476418,1.308184028
es80,24,-0.635716379,0.426382989
es80,23,-1.465365052,-0.703190029
es80,24,-0.509086668,0.351452351
es80,34,-0.33859539,0.313463002
es80,24,-0.575772822,0.372506976
es80,11,-0.570638001,-0.418199986
es80,34,-0.327933908,0.25855723
es80,41,2.410058022,0.622610986
es80,41,1.129370689,0.333596796
es80,51,-0.497650087,-0.77658999
es80,41,1.654268503,0.201240703
es80,41,1.413499355,0.381876796
es80,52,3.52188944816589e-05,-0.382232368
es80,52,0.162685186,-0.707934976
es80,12,-0.968464196,-0.262048006
es80,13,-1.233366251,-0.37135464
es80,51,-0.152085781,-0.541240215
es80,91,0.142689198,-0.641499996
es80,91,0.354463279,0.82573843
es80,51,-0.365331024,-0.521941483
es80,61,0.144009098,-0.840810001
es80,61,0.086109132,-0.831635654
es80,81,0.230102807,0.770652294
es80,81,0.569510281,1.580474019
es80,81,0.679835498,1.75486207
es80,81,0.449563384,1.772237539
es80,74,1.05463779,1.93463707
es80,74,1.064473152,1.928987622
es80,82,0.924524128,2.158667326
es80,74,1.048569918,1.955087662
es80,74,1.224602938,1.666187763
es80,74,1.13766861,1.911204934
es80,74,1.194159508,1.552837849
es80,71,-0.075297303,-0.773209989
es80,72,0.597688913,0.937553406
es80,72,0.597540379,0.528364539
es80,72,0.582644522,-0.26800999
es80,73,1.742398024,1.942178965
es80,73,1.274110198,1.916410446
es80,82,0.619180918,2.65978694
es80,73,1.396792769,2.16298151
es80,71,0.444044262,0.002615452
es80,82,0.821655095,2.219299316
es80,81,0.445600986,1.870820045
es80,83,-0.590311825,-0.283717752
es80,83,-1.049321771,-0.537939727
es80,91,0.327649742,-0.574141443
es90,22,-0.831751704,0.223787397
es90,31,-0.292395711,0.075538002
es90,22,-0.739032328,-0.588265061
es90,22,-0.909958124,-0.589510024
es90,32,-0.354994565,-0.616186202
es90,21,-0.727476418,1.308184028
es90,24,-0.635716379,0.426382989
es90,23,-1.465365052,-0.703190029
es90,24,-0.509086668,0.351452351
es90,34,-0.33859539,0.313463002
es90,24,-0.575772822,0.372506976
es90,11,-0.570638001,-0.418199986
es90,34,-0.327933908,0.25855723
es90,41,2.410058022,0.622610986
es90,41,1.129370689,0.333596796
es90,51,-0.497650087,-0.77658999
es90,41,1.654268503,0.201240703
es90,41,1.413499355,0.381876796
es90,52,3.52188944816589e-05,-0.382232368
es90,52,0.162685186,-0.707934976
es90,12,-0.968464196,-0.262048006
es90,13,-1.233366251,-0.37135464
es90,51,-0.152085781,-0.541240215
es90,91,0.142689198,-0.641499996
es90,91,0.354463279,0.82573843
es90,51,-0.365331024,-0.521941483
es90,61,0.144009098,-0.840810001
es90,61,0.086109132,-0.831635654
es90,81,0.230102807,0.770652294
es90,81,0.569510281,1.580474019
es90,81,0.679835498,1.75486207
es90,81,0.449563384,1.772237539
es90,74,1.05463779,1.93463707
es90,74,1.064473152,1.928987622
es90,82,0.924524128,2.158667326
es90,74,1.048569918,1.955087662
es90,74,1.224602938,1.666187763
es90,74,1.13766861,1.911204934
es90,74,1.194159508,1.552837849
es90,71,-0.075297303,-0.773209989
es90,72,0.597688913,0.937553406
es90,72,0.597540379,0.528364539
es90,72,0.582644522,-0.26800999
es90,73,1.742398024,1.942178965
es90,73,1.274110198,1.916410446
es90,82,0.619180918,2.65978694
es90,73,1.396792769,2.16298151
es90,71,0.444044262,0.002615452
es90,82,0.821655095,2.219299316
es90,81,0.445600986,1.870820045
es90,83,-0.590311825,-0.283717752
es90,83,-1.049321771,-0.537939727
es90,91,0.327649742,-0.574141443
es95,11,-0.570638001,-0.418199986
es95,12,-0.650581717,-0.130879998
es95,13,-1.445287943,-0.458799988
es95,21,-0.727476418,1.308184028
es95,22,-0.909958124,-0.589510024
es95,23,-1.465365052,-0.703190029
es95,24,-0.635716379,0.426382989
es95,31,-0.292395711,0.075538002
es95,32,-0.226255,-0.584529996
es95,34,-0.33859539,0.313463002
es95,41,2.410058022,0.622610986
es95,42,1.555783033,-0.055739999
es95,51,-0.497650087,-0.77658999
es95,52,0.169350505,-0.730080009
es95,61,0.144009098,-0.840810001
es95,71,-0.075297303,-0.773209989
es95,72,0.582644522,-0.26800999
es95,73,1.742398024,1.942178965
es95,74,1.382539034,1.406988025
es95,81,0.445600986,1.870820045
es95,82,0.619180918,2.65978694
es95,83,-1.417865038,-0.840810001
es95,91,0.142689198,-0.641499996
es95,92,0.380368501,-0.840810001
es95,93,0.574263811,-0.484329998
fi00,11,-0.570638001,-0.418199986
fi00,12,-0.650581717,-0.130879998
fi00,13,-1.445287943,-0.458799988
fi00,21,-0.727476418,1.308184028
fi00,22,-0.909958124,-0.589510024
fi00,23,-1.465365052,-0.703190029
fi00,24,-0.635716379,0.426382989
fi00,31,-0.292395711,0.075538002
fi00,32,-0.226255,-0.584529996
fi00,33,-1.368631959,-0.648140013
fi00,34,-0.33859539,0.313463002
fi00,41,2.410058022,0.622610986
fi00,42,1.555783033,-0.055739999
fi00,51,-0.497650087,-0.77658999
fi00,52,0.169350505,-0.730080009
fi00,61,0.144009098,-0.840810001
fi00,71,-0.075297303,-0.773209989
fi00,72,0.582644522,-0.26800999
fi00,73,1.742398024,1.942178965
fi00,74,1.382539034,1.406988025
fi00,81,0.445600986,1.870820045
fi00,82,0.619180918,2.65978694
fi00,83,-1.417865038,-0.840810001
fi00,91,0.142689198,-0.641499996
fi00,92,0.380368501,-0.840810001
fi00,93,0.574263811,-0.484329998
fi04,11,-0.570638001,-0.418199986
fi04,12,-0.650581717,-0.130879998
fi04,13,-1.445287943,-0.458799988
fi04,21,-0.727476418,1.308184028
fi04,22,-0.909958124,-0.589510024
fi04,23,-1.465365052,-0.703190029
fi04,24,-0.635716379,0.426382989
fi04,31,-0.292395711,0.075538002
fi04,32,-0.226255,-0.584529996
fi04,33,-1.368631959,-0.648140013
fi04,34,-0.33859539,0.313463002
fi04,41,2.410058022,0.622610986
fi04,42,1.555783033,-0.055739999
fi04,51,-0.497650087,-0.77658999
fi04,52,0.169350505,-0.730080009
fi04,61,0.144009098,-0.840810001
fi04,71,-0.075297303,-0.773209989
fi04,72,0.582644522,-0.26800999
fi04,73,1.742398024,1.942178965
fi04,74,1.382539034,1.406988025
fi04,81,0.445600986,1.870820045
fi04,82,0.619180918,2.65978694
fi04,83,-1.417865038,-0.840810001
fi04,91,0.142689198,-0.641499996
fi04,92,0.380368501,-0.840810001
fi04,93,0.574263811,-0.484329998
fi07,11,-0.570638001,-0.418199986
fi07,12,-0.650581717,-0.130879998
fi07,13,-1.445287943,-0.458799988
fi07,21,-0.727476418,1.308184028
fi07,22,-0.909958124,-0.589510024
fi07,23,-1.465365052,-0.703190029
fi07,24,-0.635716379,0.426382989
fi07,31,-0.292395711,0.075538002
fi07,32,-0.226255,-0.584529996
fi07,33,-1.368631959,-0.648140013
fi07,34,-0.33859539,0.313463002
fi07,41,2.410058022,0.622610986
fi07,42,1.555783033,-0.055739999
fi07,51,-0.497650087,-0.77658999
fi07,52,0.169350505,-0.730080009
fi07,61,0.144009098,-0.840810001
fi07,71,-0.075297303,-0.773209989
fi07,72,0.582644522,-0.26800999
fi07,73,1.742398024,1.942178965
fi07,74,1.382539034,1.406988025
fi07,81,0.445600986,1.870820045
fi07,82,0.619180918,2.65978694
fi07,83,-1.417865038,-0.840810001
fi07,91,0.142689198,-0.641499996
fi07,92,0.380368501,-0.840810001
fi07,93,0.574263811,-0.484329998
fi10,11,-0.570638001,-0.418199986
fi10,12,-0.650581717,-0.130879998
fi10,13,-1.445287943,-0.458799988
fi10,21,-0.727476418,1.308184028
fi10,22,-0.909958124,-0.589510024
fi10,23,-1.465365052,-0.703190029
fi10,24,-0.635716379,0.426382989
fi10,31,-0.292395711,0.075538002
fi10,32,-0.226255,-0.584529996
fi10,33,-1.368631959,-0.648140013
fi10,34,-0.33859539,0.313463002
fi10,41,2.410058022,0.622610986
fi10,42,1.555783033,-0.055739999
fi10,51,-0.497650087,-0.77658999
fi10,52,0.169350505,-0.730080009
fi10,61,0.144009098,-0.840810001
fi10,71,-0.075297303,-0.773209989
fi10,72,0.582644522,-0.26800999
fi10,73,1.742398024,1.942178965
fi10,74,1.382539034,1.406988025
fi10,81,0.445600986,1.870820045
fi10,82,0.619180918,2.65978694
fi10,83,-1.417865038,-0.840810001
fi10,91,0.142689198,-0.641499996
fi10,92,0.380368501,-0.840810001
fi10,93,0.574263811,-0.484329998
fi13,11,-0.570638001,-0.418199986
fi13,12,-0.960517168,-0.258768797
fi13,12,-0.999920905,-0.29612416
fi13,13,-1.095617175,-0.314515203
fi13,21,-0.707578123,0.878190994
fi13,23,-1.433443069,-0.685023546
fi13,24,-0.635716379,0.426382989
fi13,21,-0.727476418,1.308184028
fi13,24,-0.576886833,0.38150847
fi13,32,-0.130610496,-0.379270196
fi13,34,0.6392169,0.398213625
fi13,34,-0.477829933,0.042295229
fi13,31,-0.292395711,0.075538002
fi13,41,2.410058022,0.622610986
fi13,42,1.555783033,-0.055739999
fi13,51,-0.497650087,-0.77658999
fi13,52,0.147510603,-0.644398987
fi13,61,-0.444030821,-0.699466288
fi13,61,-0.491709709,-0.688006043
fi13,71,-0.075297303,-0.773209989
fi13,72,0.582644522,-0.26800999
fi13,73,1.579696059,1.939013004
fi13,74,1.07208097,1.050317883
fi13,82,0.577062488,2.251911402
fi13,82,0.619180918,2.65978694
fi13,83,-1.417865038,-0.840810001
fi13,91,0.142689198,-0.641499996
fi13,92,0.380368501,-0.840810001
fi13,93,0.574263811,-0.484329998
fi87,21,-0.618706226,1.000022531
fi87,22,-0.909958124,-0.589510024
fi87,23,-1.323849082,-0.573025405
fi87,24,-0.635716379,0.426382989
fi87,24,-0.444100559,0.401777834
fi87,24,0.234504908,0.482448101
fi87,24,-0.643369794,0.398937196
fi87,32,-0.226255,-0.584529996
fi87,32,-0.397180796,-0.585775018
fi87,31,-0.539420664,-0.190481201
fi87,51,-0.389092058,-0.69976604
